app_id,title,release_date,developer,publisher,genres,positive_ratings,negative_ratings,price
396730,gShift,2015-08-25,deadweight games,"NEXUS Studios, Inc.",Adventure;Casual;Indie,5,9,0.79
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,2016-07-01,VisualArts/Key,VisualArts,Adventure;Casual;RPG;Strategy,240,12,14.99
311190,Super Panda Adventures,2014-07-14,BlueEagle Productions,Paul Schneider,Action;Adventure;Indie,679,24,3.99
1017580,The Explorer of Night,2019-03-22,Alexandr Bondarenko,Alexandr Bondarenko,Adventure;Indie,9,2,1.69
838440,The Great Race,2018-05-17,Triumph LLC,Triumph LLC,Action;Adventure;Indie;Racing;Simulation,11,0,6.99
414340,Hellblade: Senua's Sacrifice,2017-08-07,Ninja Theory,Ninja Theory,Action;Adventure;Indie,20227,1805,24.99
215470,Primal Carnage,2012-10-29,Lukewarm Media,Reverb Triple XP;Circle 5,Action;Indie,4447,1323,5.59
313480,Blitzkrieg Anthology,2014-09-16,Nival,Nival,Strategy,495,65,3.99
843720,Dissimilated Land,2018-08-16,Steel Wing,Ggame Studio,Action;Adventure;RPG;Early Access,92,26,9.29
650860,Wrath of Loki VR Adventure,2017-11-16,The House of Fables,The House of Fables,Adventure;Casual;Indie,28,16,2.09
565540,The Turkey of Christmas Past,2016-12-19,Dinan Studios,Dinan Studios,Action;Indie,8,3,5.99
809200,TRIGGERED,2018-04-27,Dry Eel Development,Dry Eel Development,Violent;Gore;Action;Indie;Early Access,4,4,6.19
346670,Sky Battles,2015-03-25,Peter Lacalamita,Magnetic Studio,Action;Indie;Strategy,8,17,1.69
935920,Fallstreak,2018-10-19,Centicerise Productions,Centicerise Productions,Adventure;Casual;Free to Play;Indie,68,15,0.0
312440,Legions of Steel,2015-07-16,Studio Nyx,Slitherine Ltd.,Strategy,21,14,14.99
426040,Goodnight Butcher,2015-12-18,Perfect Square Studios,Perfect Square Studios,Indie,29,18,1.59
927930,CRAKEN,2018-12-14,StEaMPuNk GaMeS,StEaMPuNk GaMeS,Action;Adventure;Casual;Indie,11,8,2.09
259740,Nightmares from the Deep: The Cursed Heart,2014-02-05,Artifex Mundi,Artifex Mundi,Adventure;Casual,1099,84,6.99
506150,Dragon Bros,2017-05-31,Space Lizard Studio LTD,Space Lizard Studio LTD,Action;Casual;Indie,25,2,6.99
273070,The Last Federation,2014-04-18,"Arcen Games, LLC","Arcen Games, LLC",Indie;Simulation;Strategy,311,102,14.99
884500,Bitcoin Mining Tycoon,2018-07-04,Fury Games Production,Fury Games Production,Adventure;Casual;Indie;Simulation;Strategy,0,1,1.69
528460,Rogalia,2018-10-15,TatriX;Nanalli,TatriX,Adventure;Indie;Massively Multiplayer;RPG,247,101,0.0
622200,Cursery: The Crooked Man and the Crooked Cat Collector's Edition,2017-04-12,Blue Tea Games,Big Fish Games,Adventure;Casual,6,0,7.19
879470,Idle Hunter,2018-08-23,SaFiKiK,SaFiKiK,Casual;Indie;RPG;Simulation;Strategy,27,16,0.79
639220,Throttle Powah VR,2017-05-30,Diego F Beltran;Mauricio Tunes;Luiz Zaiats;Danilo Nishimura,Diego F Beltran,Action;Indie;Racing;Sports;Early Access,33,8,6.19
395880,Sky Tower,2016-04-25,Animootor,Animootor,Casual;Indie;Simulation,8,4,3.99
262300,Tsukumogami,2012-05-31,TORaIKI,Fruitbat Factory,Adventure;Indie;RPG,33,17,22.99
904860,25 Cadre of Death,2018-10-22,indie_games_studio,indie_games_studio,Violent;Gore;Action;Adventure;Indie;Simulation,19,10,4.79
366990,Puzzle Station 15th Anniversary Retro Release,2015-04-30,Ninai Games;YeaBoing,YeaBoing,Casual;Indie,19,10,2.79
500660,Limberjack,2016-09-01,DigitasLBi,Husqvarna,Simulation;Sports,16,11,0.0
492490,Zombie Apocalypse: Escape The Undead City,2016-06-17,Anarchy Enterprises,Anarchy Enterprises,Action;Indie,22,45,0.79
214610,Cherry Tree High Comedy Club,2012-11-08,773,Nyu Media,Adventure;Indie,457,79,5.59
339290,Castle,2015-01-07,Snails Animation,Snails Animation,Action;Casual;Indie,163,83,3.99
801780,"Haters, kill them all!",2018-02-22,CSM,W.T.B.,Action;Casual;Indie;Simulation,8,14,0.79
661420,Run For Coins,2017-08-03,LSTGames,LSTGames,Adventure;Casual;Indie,1,0,2.89
504490,The God's Chain,2016-08-14,CRASS Studios,CRASS Infotech,Action,102,218,5.59
340990,Disney Bolt,2015-02-24,Avalanche Software,Disney Interactive,Action;Adventure,25,9,15.49
387280,Inferno 2,2015-07-29,Radiangames,Radiangames,Action;Adventure;Indie;RPG,31,3,3.99
787420,Robot Fighting,2018-02-17,Real Fighting,Real Fighting,Action;Indie,4,9,3.99
515260,Virtual Rides 3 - Funfair Simulator,2017-03-16,Pixelsplit Simulations,Pixelsplit Simulations,Casual;Simulation,169,60,18.99
384000,Cross of the Dutchman,2015-09-10,Triangle Studios,Triangle Studios,Action;Adventure;Indie,230,79,5.99
566410,Once upon a time,2017-09-24,Bruno MARTIOL,Bruno MARTIOL,Adventure;Casual;Indie,5,10,0.0
513490,1943 Berlin Blitz,2018-10-03,BBC Media Applications Technologies Limited,BBC Media Applications Technologies Limited,Indie,120,7,0.0
682350,Gnome Light,2017-07-31,Palfrey Games,PalfreyGames,Action;Adventure;Casual;Indie,4,11,3.99
272600,Detective Grimoire,2014-08-18,SFB Games,SFB Games,Adventure;Indie,1123,62,5.19
417400,LeftWay,2017-11-03,Tongsun,Tongsun,Adventure;Indie,14,3,9.99
318300,Phineas and Ferb: New Inventions,2015-02-24,PIPE Studio,Disney Interactive,Adventure,5,7,15.49
968700,The Kite,2018-11-19,Anate Studio,Anate Studio,Adventure;Free to Play;Indie,295,49,0.0
649170,The Seasons,2017-08-25,Miki Squadron Project,Miki Squadron Project;幻爵工作室,Adventure,37,7,5.79
988330,One minute of death,2018-12-18,Krzysztof Konopka,Krzysztof Konopka,Action;Indie,3,1,7.19
999040,K.O.M.A,2019-03-14,Enno Games,Enno Technologies,Adventure;Indie,4,1,5.79
530720,Solitaire Royale,2016-09-15,EnsenaSoft,EnsenaSoft,Casual;Indie,20,11,0.0
661230,Progress Bar Simulator,2019-04-04,SpielmannSpiel,SpielmannSpiel,Casual;Indie;Simulation,15,0,0.99
542790,RacetronicVR,2017-11-13,Charles Cochrane,Charles Cochrane,Racing,1,3,0.0
772320,Yeti's Parole Officer,2018-01-18,Choice of Games,Choice of Games,Adventure;Indie;RPG,3,2,2.09
525480,.hack//G.U. Last Recode,2017-11-03,CyberConnect2,BANDAI NAMCO Entertainment,RPG,1138,159,39.99
391280,Epic Manager - Create Your Own Adventuring Agency!,2016-12-12,ManaVoid Entertainment Inc.,ManaVoid Entertainment Inc.,Adventure;Indie;RPG;Simulation;Strategy,140,57,13.59
501180,Acan's Call: Act 1,2016-08-11,Cyberith GmbH,Cyberith GmbH,Action;Adventure;RPG,266,54,0.0
914620,Mist Survival,2018-08-14,Rati Wattanakornprasit,Rati Wattanakornprasit,Action;Adventure;Indie;Simulation;Early Access,2673,557,8.29
928810,Coal Man Clicker,2018-09-29,One Click Man,Firehawk Studios,Casual;Indie,1,0,0.79
974490,Space Jump Cat,2018-11-13,milanaozdieva,milanaozdieva,Action;Casual;Indie,2,4,0.79
671900,Devoid of Shadows,2017-07-13,N-Game Studios;Sixteen Squares,ArsLogica LP,Action;Indie;RPG,90,39,6.19
863380,Frankenstein: Beyond the Time,2018-08-01,The Dust S.A.,The Dust S.A.,Adventure;Casual;Indie;Simulation,13,8,10.99
203990,SATAZIUS,2011-12-16,ASTRO PORT,Nyu Media,Action;Indie,211,24,4.79
680860,Evil Labs,2018-06-15,Mirabolis Studios,Mirabolis Studios,Indie;Simulation;Strategy,50,15,7.99
739180,AchBall,2017-11-17,Achpile,Achpile,Casual;Indie,21,1,0.79
698980,sWORD MASTER,2017-12-03,Studio 1983,Studio 1983,Action;Adventure;Casual,5,2,2.09
1036270,Bug Aviators in Theme Park,2019-04-01,よるのあとち(Yorunoatochi),よるのあとち,Free to Play;Indie;Simulation,10,6,0.0
760880,PUKE SIMULATOR,2018-04-06,DRUNKEN APES,DRUNKEN APES,Action;Adventure;Casual;Indie;Simulation,21,13,2.89
809530,Hypergate,2018-12-20,Geoff Nagy,Geoff Nagy,Action;Casual;Indie,12,1,9.29
545670,Parallyzed,2017-04-19,Koreez,Double Coconut;WhisperGames,Adventure;Casual;Indie,36,2,2.49
502720,Star Explorers,2018-05-08,Schmidt Workshops,Schmidt Workshops,Action;Adventure;Indie;RPG;Simulation,25,9,3.99
387840,Alpha Runner,2015-09-02,LightsoutGames,Lightsoutgames,Adventure;Casual;Indie,312,85,0.79
313620,The Terminal 2,2014-08-08,FrameLineNetwork Kft.,FrameLineNetwork Kft.,Simulation;Strategy,41,120,3.99
587770,4x4 Road Race,2017-02-01,Mirador Studio,Mirador Studio,Indie;Racing,7,11,1.59
954870,Astrox Imperium,2019-03-22,Jace Masula,Jace Masula,Action;Adventure;Indie;RPG;Simulation;Early Access,87,16,11.39
402300,Dungeon Manager ZV,2015-10-16,StudioGIW,Zoo Corporation,Simulation;Strategy,46,22,6.99
325110,Save the Furries,2014-10-10,Smack Down Productions,Microids Indie,Casual,26,11,4.99
1012730,九劫曲:诅咒之地 NineTrials Test Server,2019-03-01,深圳市爱玩游戏科技有限公司,深圳市爱玩游戏科技有限公司,Action;Free to Play;Massively Multiplayer,79,31,0.0
493450,Wild Romance,2016-10-19,Norn / Miel,Cherry Kiss Games,Adventure,45,26,6.99
912520,Tiger Fighter 1931,2018-08-15,TigerQiuQiu,TigerQiuQiu,Action;Indie,1,1,2.09
524580,Fairy Fencer F Advent Dark Force | フェアリーフェンサー エフ ADVENT DARK FORCE | 妖精劍士 F ADVENT DARK FORCE,2017-02-14,IDEA FACTORY;COMPILE HEART,Idea Factory International,Adventure;RPG,1539,294,23.79
906600,Gunkid 99,2019-03-13,Yongjustyong,Yongjustyong,Action;Indie,28,0,4.79
619140,Station 21 - Space Station Simulator,2018-02-16,Robert Ferry,Robert Ferry,Casual;Indie;Simulation;Strategy,4,10,0.0
750710,CRONEWORLD RPG ADVENTURE - 1,2017-12-04,STREETCAT STUDIO,STREETCAT STUDIO,Indie;RPG,1,1,2.09
650110,Princess Maker 3: Fairy Tales Come True,2017-06-27,"CFK Co., Ltd.","CFK Co., Ltd.",Simulation,130,91,14.99
448550,Minimal,2016-12-16,Gammosaur,Gammosaur,Casual;Indie,16,1,2.09
683890,Operation Sheep Defense,2017-08-02,spdr870,spdr870,Indie;Strategy,15,0,1.59
102200,Runespell: Overture,2011-07-20,Mystic Box,Mystic Box,Adventure;Indie;RPG,257,76,7.99
788800,Magic Tower 3D,2018-03-08,PlayTech Studio,PlayTech Studio,Adventure;Casual;Indie;RPG;Strategy,4,11,2.09
542240,TZOMPANTLI,2016-11-09,Deathly Ideas,Deathly Ideas,Nudity;Violent;Action;Indie;Early Access,12,7,7.19
562690,Immersion,2016-11-29,Bullid Games,Bullid Games,Action;Adventure;Casual;Indie,8,24,6.99
429360,Lupinball,2017-08-17,Craftven,Craftven,Action;Casual;Indie;Sports;Strategy,53,0,6.99
700480,Microsoft Allegiance,2017-09-29,Microsoft Game Studios,ZapHop Games,Action;Free to Play;Simulation;Strategy,82,26,0.0
618370,Rescue Quest Gold,2017-06-05,Boomzap Entertainment,Boomzap Entertainment,Casual,32,4,6.99
382900,FINAL FANTASY VI,2015-12-16,Square Enix,Square Enix,RPG,884,259,10.99
923670,Super Shopper,2018-09-01,WaxSkink;TooManyBugs,WaxSkink,Action;Casual;Indie,11,0,2.09
263540,Villagers and Heroes,2014-04-17,Mad Otter Games,Mad Otter Games,Free to Play;Indie;Massively Multiplayer;RPG,1651,1272,0.0
920200,Artificial Mansion,2019-04-24,RhinoGearz,RhinoGearz,Casual;Indie;Simulation,3,0,3.99
451080,Giant Cop: Justice Above All,2017-05-30,Other Ocean Interactive,Other Ocean Group,Casual;Indie;Simulation,21,5,18.99
521980,Autumn Dream,2016-11-05,GDNomad,Infernal Dream,Gore;Action;Adventure;Indie,40,56,3.99
9160,Master Levels for Doom II,2007-08-03,id Software,id Software,Action,310,69,0.0
278360,A Story About My Uncle,2014-05-28,Gone North Games,Coffee Stain Publishing,Adventure;Casual;Indie,17924,1642,9.99
635730,Dragonia,2017-05-29,Blue Studio,Paradise Project,Action;RPG,4562,702,1.59
601790,Eternal Lore,2017-09-19,Hitbear Studio,Hitbear Studio,Action;Adventure;Indie;RPG,26,5,6.99
666620,BEHIND THESE EYES: A Short Horror Story,2017-08-17,DEEP Games,DEEP Games,Violent;Action;Adventure;Indie;RPG,10,8,0.79
427510,Way of the Samurai 3,2016-03-23,ACQUIRE Corp.,Ghostlight LTD,Action;Adventure,206,59,14.99
844420,Demon's Rise - Lords of Chaos,2018-04-24,Wave Light Games Inc.,Wave Light Games Inc.,Violent;Gore;Action;Indie;RPG;Strategy,73,11,5.19
685950,Joy Pony,2017-08-15,Dio Alias Games;Evgeny Osmet,Dio Alias Games,Casual;Indie;Simulation,106,61,0.79
326720,Instant Dungeon!,2014-11-25,With The Love Studios,Flying Interactive,Action;Indie,139,23,1.59
203160,Tomb Raider,2013-03-04,Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux),Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),Action;Adventure,93509,4103,14.99
733060,The 37th Week,2017-12-08,Michael Acosta;Ricard Gras,Michael Acosta,Nudity;Casual;Indie,1,5,1.69
816330,The Council of Hanwell,2018-03-14,Steel Arts,Steel Arts,Action;Adventure;Indie,27,21,5.79
241720,Guncraft,2013-08-09,Exato Games Studio,Reverb Triple XP,Action;Indie,607,636,10.99
757330,qop 2,2017-12-12,Quiet River,Quiet River,Casual;Indie,121,6,0.79
831530,SRC: Sprint Robot Championship,2019-02-01,RageQuit Studios,RageQuit Studios,Indie;Racing;Sports;Early Access,8,0,11.39
286540,Nearwood - Collector's Edition,2014-04-16,MagicIndie,Viva Media,Adventure,214,21,6.99
277520,Albedo: Eyes from Outer Space,2015-04-10,Z4G0 and Ivan Venturi Productions,Merge Games,Action;Adventure;Indie,131,107,10.99
1057460,Moon Pool,2019-04-18,Dedbat Studios,Dedbat Studios,Casual;Indie,1,0,1.69
540500,Starfighter Arduxim,2016-10-19,Fulby Technologies,Fulby Technologies,Action;Indie;Simulation,10,3,2.89
449240,Stormworm+,2016-05-20,Afrobeast Games,Afrobeast PTY. LTD.,Indie,18,0,3.99
648120,Pixel Painter,2017-06-19,Dio Alias Games,Dio Alias Games,Casual;Indie,353,95,0.79
888610,Oligopoly: Industrial Revolution,2018-10-05,Viny Game Studio,Viny Game Studio,Simulation;Strategy,6,7,19.49
277490,Battle Group 2,2014-06-13,Bane Games,Merge Games,Action;Indie;Strategy,352,70,5.59
695360,Veritex,2018-03-15,Veritex Studios LLC,Veritex Studios LLC,Action;Adventure;Indie;RPG;Early Access,49,60,0.0
649640,Ashes Cricket,2017-12-15,Big Ant Studios,Big Ant Studios,Indie;Sports,123,44,19.99
324270,Revenge: Rhobar's myth,2015-09-08,Polygon Art,Polygon Art,Adventure;Indie,3,6,3.99
1029080,Nowhere Station,2019-03-29,Other Side Worlds,Other Side Worlds,Action;Indie,19,0,5.79
656940,The Theodore Adventures,2017-07-20,norum82,Firestorm Entertainment,Adventure;Casual;Indie,5,2,1.59
765880,The Occupation,2019-03-05,White Paper Games,Humble Bundle,Adventure;Indie,41,17,19.99
878640,LO-OP,2018-07-29,Paleno Games,Paleno Games,Action;Casual;Indie;Strategy,9,5,0.79
523650,Lust for Darkness,2018-06-12,Movie Games Lunarium,Movie Games S.A.;PlayWay S.A.,Adventure;Indie,681,275,10.99
777760,Charlie II,2018-02-19,Mike Wiering,Wiering Software,Action;Adventure;Casual;Indie,2,2,9.29
362810,Fighties,2015-07-13,PillowPigGames,PillowPigGames,Action;Indie,217,42,3.99
863580,Viking Days,2018-08-08,VRMonkey,VRMonkey,Action;Casual,5,7,3.99
496740,Discovering Space 2,2017-03-10,Discovering VR,Discovering VR,Casual;Indie;Simulation,53,15,6.99
949530,Time Splatter,2018-11-19,Ominous Entertainment,Ominous Entertainment,Action;Indie,27,6,0.79
435800,Binaries,2016-04-04,Ant Workshop Ltd,Ant Workshop Ltd,Action;Indie,53,5,6.99
299360,Block N Load,2015-04-30,Toadman Interactive;Jagex;Artplant,Toadman Interactive;Jagex,Action;Free to Play;Massively Multiplayer;Strategy,10856,3196,0.0
788880,Horizon Source,2018-03-20,MiaoXi Studio,MiaoXi Studio,Free to Play,875,1009,0.0
316950,War Operations,2014-09-18,Dynamic Games,Strategy First,Casual,34,58,2.79
923730,Monster MIX,2018-09-06,meokigame,meokigame,Adventure;Casual;Indie,8,4,0.79
756790,cityglitch,2018-02-23,mindfungus,mindfungus,Casual;Indie;Strategy,11,0,2.09
425600,The Order of the Thorne - The King's Challenge,2016-01-26,Infamous Quests,Infamous Quests,Adventure;Indie,80,10,6.99
656480,Hidden Animals: English - Spanish,2017-06-15,Progorion,Progorion,Casual;Indie,11,4,1.99
375840,Rytmik Ultimate,2015-12-10,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",Audio Production;Utilities,210,33,13.59
962390,S.A.I.A.'s Awakening: A Robothorium Visual Novel,2019-01-17,Goblinz Digital,Goblinz Digital;Whisper Games,Adventure;Free to Play;Indie;RPG;Simulation;Strategy,10,8,0.0
216210,Secret Files 3,2012-09-13,Animation Arts,Deep Silver,Adventure,55,31,7.99
556010,Neon Arena,2017-02-20,Axyos Games,Axyos Games,Action;Casual;Indie,45,22,3.19
311080,Echelon,2014-07-03,MADia Entertainment,Buka Entertainment,Action;Simulation,44,62,2.79
576310,Oracle,2017-02-28,Watercolor Games,Watercolor Games,Adventure;Casual;Indie;Simulation,108,99,0.79
508330,GALER: Plague of Heroes,2017-05-05,Graham Dodge,Graham Dodge,RPG,3,0,5.59
812770,Lunapark VR,2018-03-09,MMEU,Forever Entertainment S. A.,Casual,7,7,1.69
367240,Avenging Angel,2018-06-15,Dark Amber Softworks,Dark Amber Softworks,Action;Adventure;RPG,21,36,13.99
499230,SurvHive,2016-08-01,Rocking Hamster,Rocking Hamster,Action;Indie;Early Access,54,31,10.99
385230,Ninjahtic,2015-07-06,Blaze Epic,Blaze Epic,Action;Adventure;Indie,55,16,1.59
659630,Tiny Toyfare,2017-10-18,Super Suite Studios,Super Suite Studios,Action;Free to Play;Indie;Strategy,22,8,0.0
704680,AMPLITUDE: A Visual Novel,2017-09-05,Ceylon Entertainment,Ceylon Entertainment,Gore;Casual;Indie;Simulation;Strategy,25,5,7.99
388120,Spakoyno: Back to the USSR 2.0,2016-02-15,Separate Game Development;Dagestan Technology,Dagestan Technology,Adventure;Casual,328,345,3.19
217750,Age of Conan: Unchained,2013-02-22,Funcom,Funcom,Action;Adventure;Free to Play;Massively Multiplayer;RPG,874,397,0.0
876130,Crazy Farm : VRGROUND,2018-07-17,Jamong Inc.,Jamong Inc.,Casual;Indie;Early Access,9,2,7.19
493320,Killing Time,2016-12-15,The 3DO Company,Retroism;Prism Entertainment,Violent;Gore;Action,19,4,6.99
301970,Screencheat,2014-10-21,Samurai Punk,Fellow Traveller;Samurai Punk,Action;Indie,1157,99,11.39
422810,River City Ransom: Underground,2017-02-27,Conatus Creative Inc.,Conatus Creative Inc.,Action;Indie;RPG,1285,425,14.99
338810,Demise of Nations,2017-08-08,Noble Master LLC,Noble Master LLC,Free to Play;Indie;Strategy,229,65,0.0
259190,Alone in the Dark: The New Nightmare,2013-10-29,Darkworks;Spiral House,THQ Nordic,Action;Adventure,149,103,4.99
904540,Indiana Jones® and the Infernal Machine™,2018-11-16,LucasArts,Lucasfilm;Disney Interactive,Action;Adventure,45,9,4.79
299110,Theatre Of The Absurd,2014-05-08,Gogii Games,Strategy First,Adventure,143,34,3.99
331600,One Piece Pirate Warriors 3,2015-08-27,"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,Action,4456,962,31.99
314050,Spheritis,2015-06-04,Bluestrike,Bluestrike,Casual;Indie;Racing,4,2,3.99
512450,BitRay2,2016-08-18,Riviysky,Riviysky,Casual;Indie,72,18,0.79
613980,Top Secret,2017-11-27,Sky Nite,Sky Nite,Action;Adventure,4,6,2.09
601170,ZiL Truck RallyCross,2017-04-06,Ara Interactive,Ara Interactive,Indie;Racing;Simulation;Sports,34,18,3.99
873860,Pop Island - Let's Code !!!,2018-07-13,odenis studio,odenis studio,Action;Indie;Simulation,3,0,16.99
783060,AIDEN,2018-02-09,TheElvenTale Games,TheElvenTale Games,Adventure;Casual;Indie,9,15,0.79
397960,Mystery Expedition: Prisoners of Ice,2015-11-09,Lazy Turtle Games,Tri Synergy,Adventure;Casual,8,2,4.99
39650,The Guild II,2010-06-24,4 Head Studios,THQ Nordic,Simulation;Strategy,385,196,8.99
349450,Dark Forester,2018-07-27,Morozov Sergey,Morozov Sergey,Indie;Massively Multiplayer;RPG;Strategy,43,24,11.39
938630,Jewel Tree,2018-10-03,Joyful Software Games,Dikobraz Games,Casual;Indie,1,0,5.79
449220,A grande bagunça espacial - The big space mess,2016-04-05,RMAL,SouKing,Action;Casual;Indie,639,386,0.79
368080,Aurion: Legacy of the Kori-Odan,2016-04-14,Kiro'o Games,Dear Villagers,Action;Adventure;Indie;RPG,155,76,10.99
964130,My Colony,2018-11-01,Ape Apps,Ape Apps,Indie;Simulation;Strategy,6,4,3.99
857050,Casual Penalty,2018-05-16,CasGames,CasGames,Casual;Simulation;Sports,15,11,0.79
839420,Krampus is Home,2019-03-22,Regl Studios,Regl Studios,Action;Adventure;Indie,20,4,11.39
645280,MYSTIC VR,2017-07-21,Null Activity,Null Activity,Adventure,6,2,0.79
436850,Stellar Stars,2016-11-10,WhiteSponge,WhiteSponge,Action;RPG;Strategy,3,3,6.99
835690,City Sweeper - Clean it Fast!,2018-06-26,Catmoon Productions,Catmoon Productions,Simulation,3,0,3.99
346010,Besiege,2015-01-28,Spiderling Studios,Spiderling Studios,Indie;Simulation;Early Access,25880,1364,6.99
538920,Fiery Disaster,2016-11-07,Vogelfänger,Vogelfänger,Action;Casual;Indie;Strategy,13,15,1.59
367010,Vernon's Legacy,2016-09-23,TripleBrick,TripleBrick,Adventure;Indie,62,41,8.99
989540,THE LAST SURVIVOR,2019-01-24,Skyline Games,Skyline Games,Action;Adventure;Free to Play,24,22,0.0
668770,Solarium,2017-07-27,Sunfleck Software,Sunfleck Software,Adventure;Free to Play;Simulation,76,44,0.0
751080,Strange Things,2017-11-24,Dexion Games,Dexion Games,Action;Adventure;Casual;Indie,3,9,0.79
267220,Line Of Defense Tactics - Tactical Advantage,2014-03-17,3000AD,3000AD,Action;Indie;RPG;Strategy,2,15,6.99
707000,Aw Nutz,2017-09-28,Renaissance,Renaissance,Casual;Indie,2,4,3.99
825490,Crazy Science: Long Run,2018-04-17,Art Of Adventures,Art Of Adventures,Action;Casual;Indie,3,4,2.89
913090,Rogue Party,2018-10-31,Chris Antoni,Chris Antoni,Action;Adventure;Indie;RPG;Strategy,37,1,0.79
672030,Swap Blocks,2017-07-21,Wizbyte Games,WizByte Games,Action;Casual;Indie,5,0,3.99
495890,Montaro,2016-07-25,JCKSLAP,MBDL,Casual;Indie,10099,485,0.79
670100,Mint,2017-07-21,DGHZ,Sometimes You,Action;Adventure;Casual;Indie,11,6,1.99
823330,Marginal act,2018-03-27,Marginal act,Marginal act,Adventure;Indie,2,2,1.69
850910,Streamers Company Tycoon 主播经纪公司,2019-03-13,石头游戏,石头游戏,Casual;Simulation,244,237,7.19
289240,Perimeter: Emperor's Testament,2014-05-22,K-D Lab,1C Entertainment,Strategy,10,7,2.79
829210,AIdol,2018-04-23,ebi-hime,ebi-hime,Casual;Indie;Simulation,12,3,8.29
923050,Don't Touch Me : Zombie Survival,2018-09-08,Blast Radius Game Studios,Indie,Indie,2,0,2.89
756860,Archers,2018-01-18,Stabbarey,Stabbarey,Gore;Action;Adventure;Indie,3,2,7.19
91200,Anomaly: Warzone Earth,2011-04-08,11 bit studios,11 bit studios,Action;Indie;Strategy,3300,481,7.99
688720,Infinity Fall,2017-08-30,KorteGames,KorteGames,Action;Adventure;Indie,7,0,10.99
437400,SOLRAVEN,2016-03-03,Inception Soft,Inception Soft,Free to Play;Indie;Simulation,8,27,0.0
657930,Spartaga,2017-08-28,House of How,House of How,Action;Indie,36,1,7.19
498240,Batman - The Telltale Series,2016-08-02,Telltale Games,Telltale Games,Adventure,5729,1783,11.99
912760,Volcanic Blocks,2018-08-31,Bullid Games,Bullid Games,Casual;Indie,1,1,1.69
449100,City of the Shroud,2018-08-09,Abyssal Arts Ltd.,Abyssal Arts Ltd.,Action;Indie;RPG;Strategy,15,5,15.49
380550,Incandescent,2015-06-30,Stephen Crabb,Stephen Crabb,Action;Indie,54,29,0.79
756040,RollerCoaster Legends,2017-12-21,WarDucks,WarDucks,Adventure,16,6,3.99
389170,A Lenda do Herói - O Herói desta Canção,2016-03-24,Dumativa Creative Studio;Castro Brothers,Dumativa Creative Studio;Castro Brothers,Adventure;Casual;Indie,858,79,11.99
1024250,Firon,2019-03-01,F8tality games,F8tality games,Adventure;RPG,1,1,0.0
302260,Truffle Saga,2014-06-06,Colossal Games,KISS ltd,Action;Adventure;Casual;Indie,33,58,1.69
294660,Putt-Putt® Saves The Zoo,2014-07-03,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,Adventure;Casual,333,14,4.99
840430,Planetary Dustoff,2019-02-20,Rymdfall AB,Rymdfall AB,Action;Indie;Early Access,17,1,11.39
819080,Moto Racing 3D,2018-04-03,Speedspark Studio,Speedspark Studio,Action;Racing,0,1,3.99
375320,Colortone,2015-10-29,Greendev.,Droid Riot,Adventure;Indie,55,35,0.79
607440,Escape: VR,2017-04-12,JapanCo,Bitlock Studio,Indie,113,20,1.99
759540,Wanted Killer VR,2018-05-23,Playsnak,Playsnak,Action;Indie;Early Access,83,12,6.99
365760,Vektor Wars,2015-06-04,Super Icon Ltd,Super Icon Ltd,Action;Indie,39,13,4.99
518030,Aim Hero,2016-09-05,ProGames Studio,ProGames Studio,Action;Early Access,2596,458,3.99
744190,Rusty Lake Paradise,2018-01-11,Rusty Lake,Rusty Lake,Adventure;Indie,1004,63,2.89
294060,Aaru's Awakening,2015-02-23,Lumenox ehf,Lumenox ehf,Action;Adventure;Indie,86,35,10.99
255370,KickBeat Steam Edition,2014-01-20,Zen Studios,Zen Studios,Action;Indie,474,251,6.99
517670,Cowbots and Aliens,2016-11-07,Wizard Games Inc,Wizard Games Inc,Action;Adventure;Casual;Indie;Early Access,81,12,9.29
350810,Pixel Puzzles 2: Anime,2015-03-27,DL Softworks,DL Softworks,Action;Casual;Indie;Simulation;Strategy,601,194,6.99
57900,Duke Nukem Forever,2011-06-09,Gearbox Software,2K,Action,4433,2243,14.99
998220,The Dungeon of Lulu Farea,2019-01-07,Galaxy Wars,DLsite,Indie;RPG,65,5,10.29
965320,The Settlers® 7 : History Edition,2019-01-22,Ubisoft Blue Byte,Ubisoft,Strategy,9,18,12.49
697360,Rabbit BoBo,2018-12-20,Sailer,cada,Adventure;Casual;Indie,0,1,0.79
404590,Vikings - Wolves of Midgard,2017-03-24,Games Farm,Kalypso Media Digital,Nudity;Violent;Gore;Action;RPG,1580,1172,22.99
757450,Samurai of Hyuga Book 3,2017-12-01,Hosted Games,Hosted Games,Adventure;Indie;RPG,16,5,5.19
539750,Kombine,2016-10-14,Robert Alvarez,Robert Alvarez,Casual;Indie;Strategy,54,17,0.79
703030,NewTypes,2018-02-19,Masahiro Suzuki,Masahiro Suzuki,Simulation;Early Access,7,1,0.0
781590,三国游侠志,2018-02-02,Flying Star Games,Flying Star Games,Adventure;RPG;Strategy,51,10,4.79
